id,text,label
249,Meeting notes from todayâ€™s call are attached.,not_sextortion
12,D o n ' t i g n o r e t h i s message. W e r e c o r d e d you t h r o u g h y o u r c a m e r a . Y o u w i l l l o s e everything. T r a n s f e r $ 1 0 0 0 in BTC n o w .,sextortion
113,Timeâ€™s running out. We hacked all your devices. Everyone will know your secrets. $1400 in BTC is the only way out.,sextortion
87,Listen carefully. We recorded you through your camera. This data will be sold on the dark web. Pay $900 or face the consequences.,sextortion
271,Click this link to receive your inheritance from a Nigerian prince.,not_sextortion
369,We're hiring remote workers! Apply now and earn $500/day.,not_sextortion
90,Weâ€™ve been watching you for a while. Your screen was being monitored. You will lose everything. Send $750 in Bitcoin to the address below.,sextortion
208,Update your bank credentials to avoid account lockout.,not_sextortion
315,Youâ€™ve won a $1000 gift card. Claim now: http://claimprize.ru,not_sextortion
192,You made a huge mistake. We recorded you through your camera. The footage goes live in 24 hours. Do not reply. Just pay $1100. ðŸ”’,sextortion
127,Listen carefully. We recorded you through your camera. The footage goes live in 24 hours. Youâ€™ll find our wallet address below. Transfer $1300.,sextortion
97,You made a huge mistake. We hacked all your devices. This data will be sold on the dark web. Follow these instructions and send $1000 in Bitcoin.,sextortion
29,This i s y o u r final w a r n i n g . W e t o o k o v e r y o u r c a m e r a w h i l e y o u were o n l i n e . Your family a n d friends w i l l g e t e v e r y t h i n g . T r a n s f e r $ 1 0 0 0 i n B T C n o w .,sextortion
384,Youâ€™ve won a $1000 gift card. Claim now: http://claimprize.ru,not_sextortion
147,"This i s y o u r final warning. W e h a c k e d a l l y o u r d e v i c e s . I f y o u d o n â€™ t p a y , w e â€™ l l release t h e v i d e o . T r a n s f e r $ 1 0 0 0 i n B T C n o w .",sextortion
174,Timeâ€™s running out. We intercepted your private messages. This will ruin your reputation. Youâ€™ll find our wallet address below. Transfer $1300.,sextortion
351,Update billing information to avoid service disruption.,not_sextortion
175,Don't ignore this message. We intercepted your private messages. Donâ€™t test us. Send $750 in Bitcoin to the address below.,sextortion
2,W e c a u g h t e v e r y t h i n g . W e recorded y o u through y o u r camera. This i s y o u r only c h a n c e t o s t o p i t . P a y $900 o r f a c e t h e c o n s e q u e n c e s .,sextortion
227,Your Amazon package has shipped and will arrive on Tuesday.,not_sextortion
118,"T i m e â€™ s running o u t . Y o u r f i l e s a n d videos h a v e b e e n downloaded. If y o u d o n â€™ t p a y , w e â€™ l l r e l e a s e the v i d e o . Youâ€™ll find o u r w a l l e t address below. T r a n s f e r $ 1 3 0 0 .",sextortion
5,Thereâ€™s no turning back now. Your files and videos have been downloaded. Donâ€™t test us. You have 24 hours to pay $1200 in crypto.,sextortion
296,You have a pending lawsuit. Click to learn more.,not_sextortion
204,Reactivate your email account to keep receiving messages.,not_sextortion
74,W e c a u g h t everything. W e recorded you t h r o u g h your camera. Everyone will k n o w y o u r s e c r e t s . Y o u â€™ l l find o u r wallet a d d r e s s below. Transfer $ 1 3 0 0 .,sextortion
236,Click this link to receive your inheritance from a Nigerian prince.,not_sextortion
300,Special offer just for youâ€”act fast before it expires.,not_sextortion
275,Reactivate your email account to keep receiving messages.,not_sextortion
67,W e â€™ v e been w a t c h i n g y o u for a while. W e intercepted y o u r p r i v a t e messages. D o n â€™ t test us. T r a n s f e r $1000 in B T C n o w .,sextortion
114,Timeâ€™s running out. We have your full contact list. Everyone will know your secrets. $1400 in BTC is the only way out.,sextortion
136,"D o n ' t i g n o r e t h i s m e s s a g e . We r e c o r d e d you t h r o u g h y o u r camera. I f y o u d o n â€™ t p a y , w e â€™ l l r e l e a s e t h e v i d e o . S e n d $ 1 5 0 0 immediately i f y o u w a n t this t o g o a w a y .",sextortion
27,Y o u r t i m e i s u p . W e t o o k o v e r y o u r c a m e r a while you w e r e o n l i n e . Donâ€™t t e s t u s . S e n d $ 1 5 0 0 immediately if y o u w a n t t h i s t o g o a w a y .,sextortion
258,New login detected from an unknown device. Was this you?,not_sextortion
94,W e â€™ v e b e e n watching y o u for a w h i l e . W e ' v e cloned y o u r p h o n e . Your family a n d friends w i l l g e t e v e r y t h i n g . T r a n s f e r $ 1 0 0 0 i n B T C now.,sextortion
1,Your time i s u p . Y o u r s c r e e n w a s b e i n g monitored. T h i s will ruin your r e p u t a t i o n . You h a v e 24 h o u r s t o pay $ 1 2 0 0 i n c r y p t o .,sextortion
42,Your time is up. Your screen was being monitored. This will ruin your reputation. Pay $900 or face the consequences. ðŸ˜³,sextortion
383,Click this link to receive your inheritance from a Nigerian prince.,not_sextortion
6,This is your final warning. We hacked all your devices. Donâ€™t test us. You have 24 hours to pay $1200 in crypto. ðŸš¨,sextortion
98,You made a huge mistake. We hacked all your devices. This will ruin your reputation. Do not reply. Just pay $1100.,sextortion
34,Timeâ€™s running out. We have your full contact list. Everyone will know your secrets. Send $1500 immediately if you want this to go away. ðŸ˜³,sextortion
30,You made a huge mistake. Your screen was being monitored. Donâ€™t test us. Youâ€™ll find our wallet address below. Transfer $1300.,sextortion
308,Your package is stuck in customs. Pay the fee to release it.,not_sextortion
101,You k n o w w h a t y o u did. We i n t e r c e p t e d your p r i v a t e messages. Donâ€™t t e s t u s . Youâ€™ll f i n d our w a l l e t a d d r e s s b e l o w . Transfer $ 1 3 0 0 .,sextortion
3,T h i s i s y o u r f i n a l w a r n i n g . Your screen w a s being m o n i t o r e d . The f o o t a g e g o e s live i n 2 4 h o u r s . P a y $900 o r f a c e t h e c o n s e q u e n c e s .,sextortion
43,Weâ€™ve been watching you for a while. We recorded you through your camera. Donâ€™t test us. Follow these instructions and send $1000 in Bitcoin. ðŸ˜ˆ,sextortion
235,Can we reschedule our meeting to Friday morning?,not_sextortion
156,Timeâ€™s running out. We have all your private moments saved. This is your only chance to stop it. Send $750 in Bitcoin to the address below.,sextortion
28,T i m e â€™ s r u n n i n g o u t . W e t o o k over y o u r c a m e r a w h i l e y o u w e r e o n l i n e . This w i l l r u i n your r e p u t a t i o n . U s e this w a l l e t a d d r e s s t o send $ 8 5 0 n o w .,sextortion
380,Letâ€™s grab lunch next week and catch up.,not_sextortion
311,Happy birthday! Hope you have an amazing day.,not_sextortion
325,Your package is stuck in customs. Pay the fee to release it.,not_sextortion
224,Unusual activity detected! Click here to verify: http://security-check.com,not_sextortion
292,Youâ€™ve won a $1000 gift card. Claim now: http://claimprize.ru,not_sextortion
128,Thereâ€™s no turning b a c k n o w . W e have a l l y o u r private m o m e n t s s a v e d . T h e f o o t a g e goes live in 2 4 h o u r s . T r a n s f e r $ 1 0 0 0 i n B T C n o w .,sextortion
267,Receive a $100 Walmart gift card instantly by completing a survey.,not_sextortion
367,Your tax refund is ready. Submit your bank info to receive payment.,not_sextortion
260,Reactivate your email account to keep receiving messages.,not_sextortion
328,Get 50% off all items during our summer sale!,not_sextortion
344,Get 50% off all items during our summer sale!,not_sextortion
264,New login detected from an unknown device. Was this you?,not_sextortion
194,We caught everything. We've cloned your phone. You will lose everything. Send $1500 immediately if you want this to go away.,sextortion
35,This is your final warning. We took over your camera while you were online. We will make you a public example. Pay $900 or face the consequences. ðŸ”’,sextortion
335,Congratulations! You've been selected for a free vacation to the Bahamas.,not_sextortion
185,"Listen carefully. We intercepted your private messages. If you donâ€™t pay, weâ€™ll release the video. Do not reply. Just pay $1100.",sextortion
223,Reminder: Your dental appointment is scheduled for 3 PM tomorrow.,not_sextortion
14,Y o u r t i m e is up. W e i n t e r c e p t e d y o u r private m e s s a g e s . T h i s d a t a w i l l be sold on t h e d a r k web. T r a n s f e r $ 1 0 0 0 i n BTC n o w .,sextortion
392,FINAL NOTICE: Your email will be deactivated in 24 hours.,not_sextortion
25,"Your t i m e i s u p . W e h a v e a l l y o u r private m o m e n t s s a v e d . I f y o u d o n â€™ t p a y , w e â€™ l l release the video. U s e t h i s w a l l e t a d d r e s s t o s e n d $ 8 5 0 now.",sextortion
187,W e caught e v e r y t h i n g . Your files a n d v i d e o s h a v e b e e n d o w n l o a d e d . T h i s i s y o u r only c h a n c e t o stop it. $ 1 4 0 0 i n B T C is t h e o n l y w a y o u t .,sextortion
378,Urgent: Pay your toll online to avoid extra fees.,not_sextortion
262,New login detected from an unknown device. Was this you?,not_sextortion
106,L i s t e n carefully. We recorded y o u through your c a m e r a . T h i s w i l l ruin y o u r r e p u t a t i o n . P a y $900 o r f a c e t h e c o n s e q u e n c e s .,sextortion
216,You have a pending lawsuit. Click to learn more.,not_sextortion
354,Congratulations! You've been selected for a free vacation to the Bahamas.,not_sextortion
13,Timeâ€™s running out. We've cloned your phone. You will lose everything. Do not reply. Just pay $1100. ðŸ˜³,sextortion
191,"Your time i s up. W e h a v e your full c o n t a c t list. I f you d o n â€™ t p a y , w e â€™ l l r e l e a s e t h e video. Do n o t reply. J u s t p a y $ 1 1 0 0 .",sextortion
287,Receive a $100 Walmart gift card instantly by completing a survey.,not_sextortion
20,T h e r e â€™ s no turning back n o w . W e a c c e s s e d your s o c i a l m e d i a accounts. This w i l l r u i n y o u r reputation. Send $750 in Bitcoin t o t h e address b e l o w .,sextortion
254,Get 50% off all items during our summer sale!,not_sextortion
244,Verify your identity to restore full account access.,not_sextortion
263,Your Apple ID was used on a new device. Click to secure your account.,not_sextortion
85,Your time is u p . W e recorded y o u t h r o u g h y o u r c a m e r a . T h e f o o t a g e g o e s l i v e i n 2 4 hours. Youâ€™ll f i n d our w a l l e t a d d r e s s b e l o w . T r a n s f e r $1300.,sextortion
362,Your tax refund is ready. Submit your bank info to receive payment.,not_sextortion
312,Unusual activity detected! Click here to verify: http://security-check.com,not_sextortion
210,Reactivate your email account to keep receiving messages.,not_sextortion
339,Youâ€™ve won a $1000 gift card. Claim now: http://claimprize.ru,not_sextortion
385,Your Amazon package has shipped and will arrive on Tuesday.,not_sextortion
248,Reactivate your email account to keep receiving messages.,not_sextortion
319,Reminder: Your dental appointment is scheduled for 3 PM tomorrow.,not_sextortion
266,Meeting notes from todayâ€™s call are attached.,not_sextortion
228,Reactivate your email account to keep receiving messages.,not_sextortion
286,Youâ€™ve won a $1000 gift card. Claim now: http://claimprize.ru,not_sextortion
137,D o n ' t ignore this m e s s a g e . W e have y o u r f u l l c o n t a c t list. Your f a m i l y a n d f r i e n d s w i l l g e t everything. S e n d $ 7 5 0 i n B i t c o i n to t h e a d d r e s s b e l o w .,sextortion
377,Get 50% off all items during our summer sale!,not_sextortion
46,"We c a u g h t everything. Y o u r screen was b e i n g m o n i t o r e d . I f y o u donâ€™t p a y , w e â€™ l l r e l e a s e t h e v i d e o . T r a n s f e r $1000 in B T C n o w .",sextortion
358,Update your bank credentials to avoid account lockout.,not_sextortion
139,Weâ€™ve been watching you for a while. We have your full contact list. You will lose everything. Send $1500 immediately if you want this to go away. ðŸ’€,sextortion
307,Confirm your password to avoid account suspension: http://fakeurl.com,not_sextortion
172,W e â€™ v e been w a t c h i n g y o u for a w h i l e . We hacked all your d e v i c e s . E v e r y o n e w i l l k n o w y o u r s e c r e t s . Pay $900 o r face the c o n s e q u e n c e s .,sextortion
162,T h i s is y o u r f i n a l w a r n i n g . W e h a c k e d a l l y o u r d e v i c e s . This i s your only c h a n c e to s t o p i t . $ 1 4 0 0 i n BTC i s t h e o n l y w a y o u t .,sextortion
129,We caught everything. We accessed your social media accounts. This data will be sold on the dark web. Transfer $1000 in BTC now. ðŸ¤«,sextortion
77,Don't i g n o r e t h i s m e s s a g e . Y o u r screen w a s b e i n g monitored. T h i s w i l l ruin y o u r r e p u t a t i o n . P a y $ 9 0 0 o r face the c o n s e q u e n c e s .,sextortion
166,Y o u r time i s u p . W e have all your private m o m e n t s s a v e d . T h i s i s your only c h a n c e t o s t o p it. S e n d $ 7 5 0 i n B i t c o i n t o t h e address b e l o w .,sextortion
110,D o n ' t i g n o r e t h i s m e s s a g e . W e have y o u r f u l l contact l i s t . The f o o t a g e g o e s l i v e i n 2 4 h o u r s . $ 1 4 0 0 i n BTC i s t h e only way o u t .,sextortion
76,Weâ€™ve been watching you for a while. We've cloned your phone. This will ruin your reputation. Follow these instructions and send $1000 in Bitcoin.,sextortion
62,We caught everything. We have your full contact list. This is your only chance to stop it. Follow these instructions and send $1000 in Bitcoin. ðŸš¨,sextortion
301,Can we reschedule our meeting to Friday morning?,not_sextortion
336,Your tax refund is ready. Submit your bank info to receive payment.,not_sextortion
131,Listen carefully. We accessed your social media accounts. This will ruin your reputation. Use this wallet address to send $850 now. ðŸ“¸,sextortion
159,Listen carefully. We've cloned your phone. The footage goes live in 24 hours. Youâ€™ll find our wallet address below. Transfer $1300.,sextortion
326,Download our app to track who's been viewing your profile.,not_sextortion
361,Update your bank credentials to avoid account lockout.,not_sextortion
353,Congratulations! You've been selected for a free vacation to the Bahamas.,not_sextortion
189,You know what you did. We've cloned your phone. The footage goes live in 24 hours. Pay $900 or face the consequences. ðŸ˜³,sextortion
323,Your subscription will renew automatically next month.,not_sextortion
250,Can we reschedule our meeting to Friday morning?,not_sextortion
59,Timeâ€™s r u n n i n g o u t . W e h a v e a l l y o u r p r i v a t e m o m e n t s s a v e d . This data w i l l b e sold o n t h e d a r k w e b . Y o u â€™ l l f i n d our w a l l e t a d d r e s s b e l o w . T r a n s f e r $ 1 3 0 0 .,sextortion
321,Download our app to track who's been viewing your profile.,not_sextortion
102,L i s t e n c a r e f u l l y . W e ' v e c l o n e d your phone. W e w i l l m a k e you a public e x a m p l e . Y o u â€™ l l f i n d our w a l l e t address b e l o w . T r a n s f e r $ 1 3 0 0 .,sextortion
122,"T h e r e â€™ s n o t u r n i n g back n o w . W e h a v e your f u l l contact l i s t . If y o u d o n â€™ t p a y , w e â€™ l l r e l e a s e the v i d e o . S e n d $ 7 5 0 in Bitcoin t o the a d d r e s s b e l o w .",sextortion
32,This is your final warning. We intercepted your private messages. Your family and friends will get everything. You have 24 hours to pay $1200 in crypto.,sextortion
391,Download our app to track who's been viewing your profile.,not_sextortion
82,We caught everything. We recorded you through your camera. Your family and friends will get everything. Do not reply. Just pay $1100. ðŸ¤«,sextortion
109,You m a d e a huge mistake. W e i n t e r c e p t e d y o u r p r i v a t e messages. This i s your o n l y c h a n c e to s t o p i t . Y o u â€™ l l find o u r w a l l e t a d d r e s s b e l o w . T r a n s f e r $ 1 3 0 0 .,sextortion
209,Confirm your password to avoid account suspension: http://fakeurl.com,not_sextortion
219,Confirm your password to avoid account suspension: http://fakeurl.com,not_sextortion
181,"Weâ€™ve been watching you for a while. We have all your private moments saved. If you donâ€™t pay, weâ€™ll release the video. Youâ€™ll find our wallet address below. Transfer $1300. ðŸš¨",sextortion
144,Timeâ€™s running out. We accessed your social media accounts. Your family and friends will get everything. Send $1500 immediately if you want this to go away.,sextortion
188,Thereâ€™s no turning back now. Your screen was being monitored. Donâ€™t test us. Follow these instructions and send $1000 in Bitcoin. ðŸ”’,sextortion
279,Don't forget to submit your time sheet today.,not_sextortion
371,Reminder: Your dental appointment is scheduled for 3 PM tomorrow.,not_sextortion
198,Thereâ€™s no turning back now. Your screen was being monitored. Everyone will know your secrets. Transfer $1000 in BTC now. ðŸ˜ˆ,sextortion
23,"Thereâ€™s no turning back now. We accessed your social media accounts. If you donâ€™t pay, weâ€™ll release the video. You have 24 hours to pay $1200 in crypto. ðŸ“¸",sextortion
246,Special offer just for youâ€”act fast before it expires.,not_sextortion
270,Letâ€™s grab lunch next week and catch up.,not_sextortion
186,Listen carefully. We've cloned your phone. This data will be sold on the dark web. Use this wallet address to send $850 now.,sextortion
245,Don't forget to submit your time sheet today.,not_sextortion
352,Your Apple ID was used on a new device. Click to secure your account.,not_sextortion
16,Y o u m a d e a h u g e m i s t a k e . W e took o v e r your camera w h i l e y o u w e r e o n l i n e . This data w i l l be s o l d o n t h e dark w e b . Send $ 1 5 0 0 immediately i f y o u w a n t t h i s to g o a w a y .,sextortion
218,Urgent: Pay your toll online to avoid extra fees.,not_sextortion
277,Verify your identity to restore full account access.,not_sextortion
390,Unusual activity detected! Click here to verify: http://security-check.com,not_sextortion
64,L i s t e n carefully. Your f i l e s a n d v i d e o s h a v e been d o w n l o a d e d . Everyone w i l l know y o u r secrets. $1400 in BTC i s the o n l y w a y out.,sextortion
60,T h i s i s y o u r f i n a l warning. Y o u r s c r e e n was b e i n g monitored. T h i s data w i l l be sold o n the dark web. Y o u h a v e 2 4 h o u r s t o p a y $1200 i n c r y p t o .,sextortion
112,We caught everything. We took over your camera while you were online. This is your only chance to stop it. Do not reply. Just pay $1100.,sextortion
48,"Thereâ€™s no t u r n i n g b a c k now. W e r e c o r d e d y o u t h r o u g h y o u r c a m e r a . I f y o u donâ€™t pay, w e â€™ l l r e l e a s e t h e v i d e o . $ 1 4 0 0 in B T C i s the o n l y way o u t .",sextortion
399,New login detected from an unknown device. Was this you?,not_sextortion
73,Y o u m a d e a h u g e m i s t a k e . W e t o o k over y o u r camera w h i l e y o u were o n l i n e . Y o u w i l l lose everything. S e n d $750 in B i t c o i n t o the a d d r e s s below.,sextortion
58,Timeâ€™s running out. We intercepted your private messages. You will lose everything. Follow these instructions and send $1000 in Bitcoin.,sextortion
349,We're hiring remote workers! Apply now and earn $500/day.,not_sextortion
31,Y o u k n o w w h a t y o u d i d . W e took o v e r y o u r c a m e r a w h i l e y o u w e r e o n l i n e . This will r u i n your r e p u t a t i o n . T r a n s f e r $1000 i n B T C n o w .,sextortion
229,Click this link to receive your inheritance from a Nigerian prince.,not_sextortion
372,Urgent: Pay your toll online to avoid extra fees.,not_sextortion
348,Update billing information to avoid service disruption.,not_sextortion
66,You know what you did. We have your full contact list. This is your only chance to stop it. Follow these instructions and send $1000 in Bitcoin.,sextortion
397,Letâ€™s grab lunch next week and catch up.,not_sextortion
163,"Y o u k n o w w h a t y o u d i d . W e accessed y o u r social media accounts. If y o u donâ€™t p a y , weâ€™ll release t h e v i d e o . Y o u â€™ l l f i n d o u r w a l l e t a d d r e s s below. Transfer $1300.",sextortion
320,You have a pending lawsuit. Click to learn more.,not_sextortion
282,Reminder: Your dental appointment is scheduled for 3 PM tomorrow.,not_sextortion
96,"This is your final warning. We have your full contact list. If you donâ€™t pay, weâ€™ll release the video. Follow these instructions and send $1000 in Bitcoin.",sextortion
341,Letâ€™s grab lunch next week and catch up.,not_sextortion
289,Meeting notes from todayâ€™s call are attached.,not_sextortion
276,Confirm your password to avoid account suspension: http://fakeurl.com,not_sextortion
103,Your time is up. We have all your private moments saved. Everyone will know your secrets. Send $1500 immediately if you want this to go away.,sextortion
376,Your package is stuck in customs. Pay the fee to release it.,not_sextortion
375,Congratulations! You've been selected for a free vacation to the Bahamas.,not_sextortion
324,Special offer just for youâ€”act fast before it expires.,not_sextortion
197,You made a huge mistake. We recorded you through your camera. Your family and friends will get everything. Pay $900 or face the consequences.,sextortion
364,Your subscription will renew automatically next month.,not_sextortion
368,Receive a $100 Walmart gift card instantly by completing a survey.,not_sextortion
288,Your subscription will renew automatically next month.,not_sextortion
278,FINAL NOTICE: Your email will be deactivated in 24 hours.,not_sextortion
213,Get 50% off all items during our summer sale!,not_sextortion
306,Your subscription will renew automatically next month.,not_sextortion
24,"Don't i g n o r e t h i s m e s s a g e . Your f i l e s a n d v i d e o s h a v e b e e n d o w n l o a d e d . I f you d o n â€™ t pay, weâ€™ll r e l e a s e the v i d e o . T r a n s f e r $1000 i n BTC n o w .",sextortion
26,D o n ' t i g n o r e t h i s m e s s a g e . We a c c e s s e d your social m e d i a a c c o u n t s . T h e f o o t a g e g o e s l i v e in 2 4 h o u r s . T r a n s f e r $1000 i n BTC now.,sextortion
247,Your subscription will renew automatically next month.,not_sextortion
69,Thereâ€™s no turning back now. We've cloned your phone. We will make you a public example. Follow these instructions and send $1000 in Bitcoin. ðŸ”’,sextortion
91,Your time is up. We intercepted your private messages. This is your only chance to stop it. Send $750 in Bitcoin to the address below. ðŸ¤«,sextortion
145,"Y o u r t i m e is up. Y o u r s c r e e n w a s b e i n g m o n i t o r e d . I f you d o n â€™ t p a y , weâ€™ll release t h e video. P a y $ 9 0 0 or face t h e c o n s e q u e n c e s .",sextortion
259,Happy birthday! Hope you have an amazing day.,not_sextortion
149,Thereâ€™s no turning back now. Your screen was being monitored. You will lose everything. Use this wallet address to send $850 now.,sextortion
257,Congratulations! You've been selected for a free vacation to the Bahamas.,not_sextortion
313,Your package is stuck in customs. Pay the fee to release it.,not_sextortion
226,Reactivate your email account to keep receiving messages.,not_sextortion
123,Thereâ€™s n o turning b a c k n o w . We i n t e r c e p t e d y o u r p r i v a t e messages. Y o u w i l l l o s e e v e r y t h i n g . $ 1 4 0 0 i n B T C is t h e o n l y way o u t .,sextortion
141,T i m e â€™ s r u n n i n g o u t . We accessed your s o c i a l m e d i a a c c o u n t s . T h i s d a t a w i l l be sold o n the dark web. Send $ 1 5 0 0 i m m e d i a t e l y i f y o u w a n t t h i s to g o away.,sextortion
37,Timeâ€™s running out. We recorded you through your camera. Donâ€™t test us. Send $750 in Bitcoin to the address below.,sextortion
125,T i m e â€™ s r u n n i n g o u t . W e have a l l y o u r p r i v a t e m o m e n t s saved. E v e r y o n e will k n o w y o u r secrets. F o l l o w t h e s e i n s t r u c t i o n s a n d send $ 1 0 0 0 in B i t c o i n .,sextortion
333,Reactivate your email account to keep receiving messages.,not_sextortion
284,Meeting notes from todayâ€™s call are attached.,not_sextortion
93,Y o u know what you did. We hacked a l l your devices. This i s y o u r o n l y c h a n c e t o stop it. Y o u â€™ l l f i n d o u r w a l l e t a d d r e s s below. Transfer $ 1 3 0 0 .,sextortion
355,Reminder: Your dental appointment is scheduled for 3 PM tomorrow.,not_sextortion
132,"Timeâ€™s running out. We have all your private moments saved. If you donâ€™t pay, weâ€™ll release the video. Use this wallet address to send $850 now. ðŸ”’",sextortion
138,You made a huge mistake. We hacked all your devices. You will lose everything. Send $1500 immediately if you want this to go away. ðŸ”’,sextortion
120,Timeâ€™s running out. Your files and videos have been downloaded. This will ruin your reputation. Pay $900 or face the consequences.,sextortion
154,W e â€™ v e b e e n w a t c h i n g y o u f o r a while. W e h a v e a l l y o u r p r i v a t e m o m e n t s saved. E v e r y o n e will k n o w y o u r secrets. F o l l o w these instructions and s e n d $ 1 0 0 0 i n B i t c o i n .,sextortion
337,Reset your Netflix password to continue streaming.,not_sextortion
44,Thereâ€™s no turning back now. We hacked all your devices. You will lose everything. You have 24 hours to pay $1200 in crypto.,sextortion
